company_name,attack,year_attack,Size_of_Group_Composition,BvD_independent_indicator,Number_of_shareholders,Number_of_effective_beneficiaries_def_10_10,Number_of_effective_beneficiaries_def_10_50,Number_of_effective_beneficiaries_def_25_25,Number_of_leaders,Number_of_current_leaders,Number_of_Previous_Leader,DM_As_any_category,Manager_Gender,Manager_Age,Manager_Age_group,Director_Also_shareholder,Manager_Number_of_companies_in_which_a_function_is_held,diffmoy_Price_earnings_per_share_average,diffmoy_Average_share_return,diffmoy_Capitalization_Equity,diffmoy_Capitalization_Total_balance_sheet_Tobins_Q,diffmoy_Equity_per_share_EUR,diffmoy_Bankruptcy_probability,diffmoy_Debt_coefficient,diffmoy_Solvency,diffmoy_Returns_invested_capital,diffmoy_Returns_net_equity,diffmoy_ROA_from_profit_before_taxes,diffmoy_ROCE_from_net_income1,diffmoy_R&D_expenditure_Operating_income,diffmoy_Performance
SAFE ORTHOPAEDICS,0,,4,A+,18,1,1,0,25,16,14,Non,H,40,36 - 45,Non,5,,,,,,5.226078799,-3.194029851,-4.166311301,-87.10912632,,-73.32160902,-85.79223988,-2.130997054,
SAFT GROUPE SA,0,,1840,D,1,5,5,5,24,13,20,Non,H,62,56 - 65,Non,214,,,,,,0.226078799,,,,,,,,
SAGE COALA,0,,0,U,0,0,0,0,8,0,8,Aucune donnŽe ne remplit vos critres de filtre,Aucune donnŽe ne remplit vos critres de filtre,53,Aucune donnŽe ne remplit vos critres de filtre,Aucune donnŽe ne remplit vos critres de filtre,0,,,,,,,,,,,,,,
SAINT JEAN GROUPE,0,,9,A+,12,3,3,0,14,10,11,Non,H,76,> 75,Non,5,8.120015766,-6.139752252,-2.298606707,-1.002887538,-90.22042759,-0.773921201,2.805970149,2.833688699,9.507873684,8.738319737,3.390390977,10.56276012,-2.130997054,-2.190090395
SAIPEM,0,,482,D,1,0,0,0,30,14,24,Non,H,64,56 - 65,Non,5,,,,,,4.226078799,-3.194029851,-4.166311301,,,,,,
SAMSE,0,,79,D,10,7,7,6,24,11,20,Non,H,61,56 - 65,Non,2,-14.50298423,-5.992752252,-2.041606707,-1.045887538,12.57557241,-1.773921201,1.805970149,2.833688699,16.26487368,17.74531974,7.119390977,15.15976012,-2.130997054,-0.733090395
SANEF,0,,2781,D,2,54,40,39,85,38,55,Oui,H,71,66 - 75,Non,7,,,,,,-2.773921201,,,,,,,,
SANOFI,0,,376,A+,104,0,0,0,93,69,53,Oui,H,69,66 - 75,Non,211,-8.392984234,-3.371752252,-1.523606707,-0.656887538,-64.12242759,-0.773921201,-3.194029851,-3.166311301,14.97587368,17.11131974,7.782390977,14.41676012,11.48600295,11.9899096
SAPMER,0,,16,D,4,0,0,0,7,3,5,Oui,H,69,66 - 75,Non,12,-24.37598423,,-2.127606707,-1.342887538,-94.95542759,-0.773921201,-2.194029851,-0.166311301,19.62587368,35.20131974,8.536390977,19.52076012,-2.130997054,6.111909605
SARTORIUS STEDIM BIOTECH,0,,114,D,28,2,1,2,30,15,20,Oui,H,55,46 - 55,Non,37,7.924015766,-6.850752252,3.996393293,3.018112462,-100.5574276,-2.773921201,1.805970149,-1.166311301,32.16887368,34.00431974,19.52539098,26.96276012,2.357002946,15.3799096
SAS DAL'SYSTEM INDUSTRIE,0,,24,D,1,2,1,1,18,10,11,Non,H,45,36 - 45,Oui,30,,,,,,,,,,,,,,
SAUPIQUET SA,0,,103,D,2,0,0,0,18,6,15,Non,H,50,46 - 55,Non,4,,,,,,-1.773921201,3.805970149,4.833688699,,,,,,
SAVENCIA SA,0,,155,D,17,0,0,0,39,29,20,Non,H,68,66 - 75,Non,50,-19.51398423,-4.963752252,-2.554606707,-1.320887538,-11.80542759,-1.773921201,0.805970149,-0.166311301,17.87487368,17.83431974,6.537390977,16.05076012,-2.130997054,-1.420090395
SCHAEFFER DUFOUR SA,0,,22,D,1,2,1,1,12,3,11,Non,,53,46 - 55,Non,1,,,,,,-1.773921201,,,,,,,,
SCHNEIDER ELECTRIC SE,0,,1124,A+,96,0,0,0,74,49,42,Oui,H,57,56 - 65,Non,521,-8.853984234,-3.910752252,-1.346606707,-0.668887538,-73.98342759,-0.773921201,-3.194029851,-4.166311301,16.51787368,18.16231974,7.662390977,15.49576012,1.883002946,5.313909605
SCHOBRUNN PARIS,0,,0,D,3,2,2,1,11,8,8,Non,H,41,36 - 45,Oui,1,,,,,,2.226078799,-3.194029851,-4.166311301,,,57.27139098,,-2.130997054,1.521909605
SCIENTIFIC BRAIN TRAINING,0,,7,B+,6,0,0,0,25,17,20,Non,H,53,46 - 55,Non,2,-9.312984234,,-1.200606707,-0.504887538,-105.9674276,-0.773921201,-0.194029851,-0.166311301,17.17887368,17.69631974,7.950390977,16.18376012,-2.130997054,0.814909605
SCOR SE,1,2018,127,A+,77,0,0,0,80,38,62,Oui,H,68,66 - 75,Non,91,-18.45998423,,-2.294606707,-1.458887538,-74.24242759,-1.773921201,,,,17.70031974,3.498390977,,,0.855909605
SEB SA,0,,200,A+,55,0,0,0,63,33,40,Non,H,65,56 - 65,Non,3,-6.861984234,-5.962752252,0.274393293,-0.605887538,-72.24042759,-1.773921201,-3.194029851,-4.166311301,17.88487368,26.16831974,7.409390977,16.39876012,-0.286997054,2.637909605
SECHE ENVIRONNEMENT,0,,94,D,23,3,3,1,35,19,20,Oui,H,65,56 - 65,Oui,16,30.38401577,-4.273752252,-2.294606707,-1.316887538,-78.32642759,-1.773921201,-3.194029851,-4.166311301,11.93787368,12.55531974,3.672390977,11.16476012,-2.130997054,-1.544090395
SECURINFOR,0,,0,D,3,0,0,0,21,9,17,Non,H,47,46 - 55,Non,2,,,1.970393293,0.196112462,-106.0864276,-1.773921201,3.805970149,-0.166311301,112.6518737,111.5933197,38.15539098,81.69276012,-2.130997054,11.0839096
SEEYOND EQUITY FACTOR INVESTING US,0,,0,U,2,0,0,0,4,3,1,Oui,H,53,46 - 55,Non,15,,,,,,,,,,,,,,
SELCODIS,0,,4,D,3,1,1,1,13,7,11,Non,H,66,66 - 75,Non,6,,,,,,,,,,,6.608390977,,-2.130997054,26.8739096
SELECTIRENTE,0,,102,C+,27,5,2,3,34,15,25,Non,H,47,46 - 55,Non,6,0.367015766,-3.315752252,-1.714606707,-1.012887538,-60.69942759,-1.773921201,0.805970149,0.833688699,11.32187368,11.20731974,3.688390977,12.59976012,-2.130997054,16.1509096
SELF TRADE,0,,0,U,0,0,0,0,5,3,2,Non,H,56,56 - 65,Non,18,,,,,,,,,,,,,,
SENSORION,0,,0,A+,19,2,0,0,22,18,13,Oui,H,74,66 - 75,Non,9,,,0.553393293,1.185112462,-107.5734276,2.226078799,3.805970149,3.833688699,-82.18212632,-96.01668026,-73.32460902,-80.88123988,,
SEQUANS COMMUNICATIONS,0,,4,D,16,2,2,1,30,24,11,Oui,H,58,56 - 65,Oui,5,,,12.57039329,0.548112462,-108.3917034,1.226078799,-3.194029851,-4.166311301,-54.26612632,-270.4476803,-35.93660902,-53.81023988,55.64600295,-58.4870904
SERGEFERRARI GROUP,0,,27,D,21,6,2,2,21,17,12,Oui,H,61,56 - 65,Oui,19,6.917015766,-6.562752252,-1.690606707,-0.759887538,-101.3414276,-0.773921201,2.805970149,1.833688699,13.45587368,13.71531974,5.851390977,12.58076012,2.429002946,-0.323090395
SERMA GROUP,0,,12,D,3,7,1,7,32,25,12,Non,H,64,56 - 65,Non,2,-9.146984234,,1.281393293,1.069112462,-71.51142759,3.226078799,3.805970149,1.833688699,40.94287368,43.21831974,23.64139098,33.11076012,17.43800295,11.7909096
SES-IMAGOTAG,0,,132,D,19,0,0,0,27,20,13,Non,H,53,46 - 55,Non,10,47.24401577,,-0.612606707,0.018112462,-98.48142759,0.226078799,1.805970149,-0.166311301,10.98787368,10.47931974,4.409390977,10.96076012,-2.130997054,-1.649090395
SI PARTICIPATIONS,0,,0,U,0,0,0,0,75,30,55,Non,H,57,56 - 65,Non,2,-23.35298423,,-2.287606707,-0.744887538,-74.45442759,-1.773921201,3.805970149,5.833688699,,28.01531974,21.41939098,,-2.130997054,
SICAL,0,,21,D,3,2,2,1,19,13,13,Non,H,62,56 - 65,Non,6,,,,,,-0.773921201,,,,,,,,
SIDEL PARTICIPATIONS,0,,112,D,1,0,0,0,30,18,14,Non,F,60,56 - 65,Non,2,,,,,,4.226078799,-3.194029851,-4.166311301,,,,,,
SIDETRADE,0,,6,B+,15,1,1,1,26,16,12,Non,H,52,46 - 55,Oui,4,2.107015766,,2.818393293,1.304112462,-101.5384276,-0.773921201,0.805970149,-0.166311301,,26.37831974,11.44139098,,-2.130997054,4.930909605
SIGNAUX GIROD,0,,40,D,7,7,7,2,19,15,11,Non,H,56,56 - 65,Non,19,26.92401577,,-3.020606707,-1.463887538,-42.39142759,-0.773921201,2.805970149,2.833688699,7.390873684,5.802319737,1.521390977,9.28276012,-1.720997054,-4.948090395
SILC SA,0,,3,C,2,2,2,1,14,11,6,Non,H,77,> 75,Oui,9,,,,,,,,,,,,,,
SILKAN RT,0,,0,U,1,0,0,0,14,7,13,Non,H,53,46 - 55,Non,5,,,,,,,,,,,,,,
SIMO INTERNATIONAL,0,,2,D,2,2,2,1,11,9,6,Non,F,80,> 75,Oui,1,-0.112984234,,-2.401606707,-0.922887538,-107.3554276,-1.773921201,3.805970149,5.833688699,,9.308319737,4.308390977,,,-3.610090395
SITICOM GROUP,0,,109,D,1,4,4,0,34,12,22,Non,,53,46 - 55,Non,2,,,,,,-0.773921201,-3.194029851,-1.166311301,,,,,,
SKIS ROSSIGNOL SA,0,,253,D,1,0,0,0,44,19,29,Non,,53,46 - 55,Non,1,,,,,,-1.773921201,3.805970149,2.833688699,,,,,,
SMALTO,0,,2,B+,2,0,0,0,12,5,11,Oui,H,71,66 - 75,Non,22,,,-3.481606707,-1.525887538,-109.1764276,3.226078799,-3.194029851,-4.166311301,-120.9861263,,-25.68860902,-132.4572399,-2.130997054,-74.4630904
SMCP,0,,3,D,35,2,2,1,29,26,12,Non,H,62,56 - 65,Non,21,,,,,,,-3.194029851,-4.166311301,8.729873684,3.377319737,0.761390977,14.03076012,-2.130997054,-10.3610904
SNCF PARTICIPATION SA,0,,,D,1,0,0,0,14,2,13,Oui,H,57,56 - 65,Non,9,,,,,,0.226078799,2.805970149,4.833688699,,,,,,
SOC CENTRALE BOIS SCIERIES MANCHE,0,,25,B+,11,5,3,3,12,5,7,Non,H,52,46 - 55,Oui,17,-20.71198423,,-2.568606707,-1.371887538,-99.87142759,-1.773921201,0.805970149,0.833688699,13.24587368,15.44231974,4.939390977,14.33376012,-2.130997054,55.4949096
SOC CONSEIL EN EXTERNALISATION EN MARKET,0,,2,B-,7,6,6,6,15,8,8,Non,H,44,36 - 45,Oui,4,-25.05998423,,-2.568606707,-1.073887538,-106.2634276,1.226078799,2.805970149,5.833688699,16.64187368,15.22431974,8.879390977,15.55676012,-2.130997054,3.987909605
SOC D EXPLOSIFS PRODUITS CHIMIQUES,0,,77,D,8,8,3,5,21,10,15,Non,H,54,46 - 55,Non,26,-22.05198423,-4.555752252,-2.102606707,-1.218887538,495.9875724,-1.773921201,-1.194029851,-1.166311301,17.88887368,19.49031974,6.248390977,17.32876012,-1.353997054,-0.403090395
SOC FR GESTION INVESTISSEMENT,0,,1185,D,9,0,0,0,19,11,16,Non,H,67,66 - 75,Non,7,-13.68898423,,-2.433606707,-0.795887538,1789.869572,-2.773921201,,,16.31287368,11.79431974,7.390390977,17.61376012,,
SOC HOLDING DE PARTICIPATIONS HOPAR,0,,0,U,0,0,0,0,2,0,2,Aucune donnŽe ne remplit vos critres de filtre,Aucune donnŽe ne remplit vos critres de filtre,53,Aucune donnŽe ne remplit vos critres de filtre,Aucune donnŽe ne remplit vos critres de filtre,0,,,,,,,,,,,,,,
SOC IMMOBILIERE ET EXPLOIT HOTEL MAJESTI,0,,8,D,3,2,1,1,19,13,10,Oui,H,76,> 75,Non,7,-20.94198423,,0.204393293,0.927112462,920.7755724,-2.773921201,2.805970149,5.833688699,,29.81331974,19.11939098,,-2.130997054,8.027909605
SOC NAT PROPRIETES D'IMMEUBLES,0,,7,D,4,1,1,1,6,5,1,Non,H,69,66 - 75,Non,30,,,-2.138606707,-1.030887538,-98.88642759,-1.773921201,-1.194029851,2.833688699,13.53587368,16.30731974,7.010390977,14.83676012,-2.130997054,41.1369096
SOCAMEL RESCASET,0,,30,D,1,0,0,0,20,12,12,Non,H,73,66 - 75,Non,26,,,,,,-1.773921201,3.805970149,2.833688699,,,,,,
SOCIAL MEDIA GROUP SA,0,,3,D,1,1,1,1,5,1,5,Non,H,51,46 - 55,Non,1,,,,,,,,,,,,,,
SOCIETE AFRICAINE FORESTIERE AGRICOLE SA,0,,1999,D,4,1,0,1,11,1,11,Non,H,68,66 - 75,Non,25,,,,,,-1.773921201,3.805970149,5.833688699,,,,,,
SOCIETE ANONYME DES CAVES ET PRODUCTEURS REUNIS DE ROQUEFORT,0,,496,D,1,3,1,3,18,10,12,Non,H,56,56 - 65,Non,22,,,,,,-1.773921201,3.805970149,0.833688699,,,,,,
SOCIETE ANONYME DES GALERIES LAFAYETTE,0,,62,D,1,2,1,0,63,38,42,Non,F,93,> 75,Non,4,,,,,,-1.773921201,1.805970149,2.833688699,,,,,,
SOCIETE ANONYME IMMOBILIERE PARISIENNE DE LA PERLE ET DES PIERRES PRECIEUSES,0,,11,D,2,6,2,1,11,4,7,Non,H,48,46 - 55,Non,6,,,,,,-1.773921201,,,3.552873684,1.994319737,-2.365609023,4.85376012,-2.130997054,-89.9910904
SOCIETE BIC,0,,141,C+,65,1,1,1,48,28,28,Oui,H,62,56 - 65,Non,64,-2.446984234,-5.011752252,0.182393293,0.781112462,-71.14242759,-2.773921201,2.805970149,2.833688699,24.16987368,25.87331974,15.48039098,20.59276012,-0.576997054,10.8249096
SOCIETE COMMERCIAL D'EAUX MINERALES DU BASSIN DE VICHY,0,,40,D,1,4,4,4,15,5,12,Non,,53,46 - 55,Non,16,,,,,,,,,,,,,,
SOCIETE COMMERCIAL DE L OUEST AFRICAIN SA,0,,0,U,0,0,0,0,1,1,0,Non,H,73,66 - 75,Non,1,,,,,,,,,,,,,,
SOCIETE D'EDITION DE CANAL PLUS,0,,1999,D,2,1,1,1,74,40,42,Oui,H,50,46 - 55,Non,22,,,,,,-2.773921201,,,,,,,,
SOCIETE D'ETUDE DE RECHERCHE ET DE FABRICATION SA,0,,5,D,1,0,0,0,17,7,12,Non,H,60,56 - 65,Non,3,,,,,,-1.773921201,3.805970149,4.833688699,,,,,,
SOCIETE D'EXPLOITATION DU PARC DES EXPOSITIONS DE LA VILLE DE PARIS - 'PARIS EXPO-PORTE DE VERSAILLES',0,,0,B+,3,1,1,1,23,9,17,Non,F,53,46 - 55,Non,1,,,,,,-1.773921201,-2.194029851,-1.166311301,,,,,,
SOCIETE D'OXYGENE ET D'ACETYLENE D'EXTREME-ORIENT SA,0,,1076,D,2,1,1,1,18,6,14,Oui,H,58,56 - 65,Non,723,,,,,,-2.773921201,,,,,,,,
SOCIETE DE FABRICATION D INSTRUMENTS DE MESURE SFIM,0,,0,U,0,0,0,0,2,2,0,Non,H,89,> 75,Non,4,,,,,,,,,,,,,,
SOCIETE DE LA TOUR EIFFEL,0,,53,B+,20,0,0,0,33,19,25,Non,H,64,56 - 65,Non,9,9.268015766,-1.822752252,-1.989606707,-0.968887538,-66.98542759,-1.773921201,,,10.19987368,9.502319737,3.435390977,11.48976012,-2.130997054,24.0939096
SOCIETE DE PARTICIPATIONS INDUSTRIELLES ET MINIERES,0,,6,A-,2,2,2,0,8,5,4,Non,H,27,25 - 35,Non,11,-25.28398423,,-2.271606707,-1.474887538,-103.8514276,-0.773921201,,,,22.05531974,3.853390977,,-2.130997054,7.056909605
SOCIETE DE TAYNINH,0,,434,D,2,1,1,1,6,4,2,Oui,F,49,46 - 55,Non,53,,,-2.461606707,-0.822887538,-106.9234276,-2.773921201,,,,5.499319737,1.105390977,,,
SOCIETE DES EAUX DE DOUAI SA,0,,1617,D,1,0,0,0,17,8,11,Non,H,65,56 - 65,Non,22,,,,,,-1.773921201,3.805970149,-2.166311301,,-0.131680263,0.688390977,,-2.130997054,-6.627090395
SOCIETE DES HOTELS ET CASINO DE DEAUVILLE SA,0,,,D,1,2,1,2,68,30,42,Oui,H,76,> 75,Non,7,,,,,,-2.773921201,1.805970149,4.833688699,,,,,,
SOCIETE DES LECTEURS DU MONDE S.A.,0,,0,A+,1,0,0,0,22,15,14,Oui,F,36,36 - 45,Non,5,,,,,,-1.773921201,-1.194029851,5.833688699,,6.228319737,1.825390977,,,-4.269090395
SOCIETE DES PRODUITS MARNIER LAPOSTOLLE,0,,75,D,4,3,3,3,37,17,30,Non,H,59,56 - 65,Non,3,,,,,,3.226078799,,,,,,,,
SOCIETE DU LOUVRE SA,0,,189,D,2,1,1,1,17,7,11,Non,,53,46 - 55,Non,6,,,,,,1.226078799,-3.194029851,-0.166311301,,,,,,
SOCIETE EUROPEENNE DE PROPULSION-SEP SA,0,,0,U,0,0,0,0,1,1,0,Non,H,53,46 - 55,Non,1,,,,,,,,,,,,,,
SOCIETE FINANCIERE AGACHE SA,0,,1615,D,2,2,2,1,17,12,9,Non,H,66,66 - 75,Non,16,,,,,,-1.773921201,,,,,,,,
SOCIETE FINANCIERE DE COMMUNICATION ET DU MULTIMEDIA,0,,504,D,1,1,1,1,15,2,13,Oui,H,54,46 - 55,Non,3,,,,,,-2.773921201,3.805970149,5.833688699,,,,,,
SOCIETE FONCIERE LYONNAISE,0,,19,D,10,1,1,0,50,27,27,Non,H,73,66 - 75,Non,3,-23.40998423,-5.350752252,-2.591606707,-1.209887538,-33.75242759,-1.773921201,3.805970149,3.833688699,18.69787368,22.12731974,11.42439098,18.95276012,-2.130997054,
SOCIETE FRANCAISE D'INVESTISSEMENTS IMMOBILIERS ET DE GESTION,0,,0,U,0,0,0,0,2,2,0,Oui,F,65,56 - 65,Non,1,,,,,,,,,,,,,,
SOCIETE FRANCAISE DE CASINOS,0,,16,B+,8,3,2,2,26,7,22,Non,H,54,46 - 55,Non,10,-17.39598423,,-2.597606707,-1.281887538,-105.1734276,,-3.194029851,-4.166311301,12.18787368,10.20231974,3.760390977,13.43776012,-2.130997054,0.099909605
SOCIETE GENERALE,0,,1009,A+,65,0,0,0,190,140,104,Oui,H,63,56 - 65,Non,32,-21.01898423,,-2.668606707,-1.576887538,-27.48642759,-1.773921201,,,,15.70931974,2.181390977,,,19.4679096
SOCIETE GENERALE D'EXPLOITATION DE PARCS ET GARAGES - SOGEPAG,0,,0,U,0,0,0,0,21,18,3,Oui,H,63,56 - 65,Non,32,,,,,,,,,,,,,,
SOCIETE HOTELIERE ET IMMOBILIERE DE NICE,0,,0,B+,5,5,5,1,21,14,11,Non,H,71,66 - 75,Oui,1,-2.132984234,,-1.391606707,-0.310887538,-38.06442759,-1.773921201,1.805970149,2.833688699,12.08387368,10.62331974,4.868390977,13.38476012,-2.130997054,-1.663090395
SOCIETE IMMOBILIERE MARSEILLAISE SA,0,,0,U,0,0,0,0,3,1,2,Non,H,53,46 - 55,Non,1,,,,,,,,,,,,,,
SOCIETE INDUSTRIELLE ET FINANCIERE DE L ARTOIS,0,,1999,B+,8,1,1,1,35,31,8,Non,H,74,66 - 75,Non,250,95.38001577,-6.781752252,-2.466606707,-0.898887538,5267.252572,-2.773921201,3.805970149,5.833688699,7.931873684,6.560319737,2.124390977,9.44176012,5.684002946,-0.631090395
SOCIETE INDUSTRIELLE ET FINANCIERE DES CHANTIERS DE FRANCE DUNKERQUE SA,0,,0,U,0,0,0,0,1,1,0,Non,H,53,46 - 55,Non,1,,,,,,,,,,,,,,
SOCIETE INTERNATIONALE DE PLANTATIONS D'HEVEAS,0,,638,D,2,2,2,2,27,16,18,Oui,H,50,46 - 55,Non,12,1.129015766,,-1.859606707,-0.872887538,-70.85742759,-1.773921201,1.805970149,1.833688699,14.56287368,15.09031974,6.463390977,11.95176012,-2.130997054,1.715909605
SOCIETE L D C,0,,102,B+,14,3,3,1,39,33,20,Oui,H,61,56 - 65,Non,32,-16.39298423,-5.981752252,-1.730606707,-0.843887538,-46.69242759,-1.773921201,2.805970149,0.833688699,22.86487368,23.27431974,10.35239098,20.02076012,-2.130997054,0.236909605
SOCIETE MARSEILLAISE DU TUNNEL PRADO-CARENAGE,0,,3887,B+,11,0,0,0,56,30,36,Non,,53,46 - 55,Non,1,-14.87298423,,-0.071606707,0.507112462,-98.76842759,-2.773921201,2.805970149,5.833688699,35.03487368,44.13231974,27.03039098,26.26476012,-2.130997054,49.3069096
SOCIETE NATIONALE D'EXPLOITATION INDUSTRIELLE DES TABACS ET ALLUMETTES,0,,361,D,2,1,1,1,29,6,23,Non,H,46,46 - 55,Non,1,,,,,,-1.773921201,3.805970149,5.833688699,,,,,,
SOCIETE NATIONALE SNCF,0,,,D,1,0,0,0,133,76,85,Oui,H,63,56 - 65,Non,2,,,,,,-1.773921201,-3.194029851,-3.166311301,12.77087368,26.58131974,4.189390977,12.23576012,-2.130997054,-1.692090395
SOCIETE PARISIENNE DE TAPIS ET NOUVEAUTES,0,,0,U,0,0,0,0,2,0,2,Aucune donnŽe ne remplit vos critres de filtre,Aucune donnŽe ne remplit vos critres de filtre,53,Aucune donnŽe ne remplit vos critres de filtre,Aucune donnŽe ne remplit vos critres de filtre,0,,,,,,,,,,,,,,
SOCIETE POUR L'INDUSTRIE DES TRANSPORTS SA,0,,0,U,0,0,0,0,3,3,0,Non,H,53,46 - 55,Non,1,,,,,,,,,,,,,,
SOCIETE POUR L'INFORMATIQUE INDUSTRIELLE,0,,31,B+,24,1,1,1,35,31,8,Non,,53,46 - 55,Non,1,-14.19498423,-6.768752252,0.413393293,-0.308887538,-103.4094276,-1.773921201,0.805970149,0.833688699,31.15387368,36.25131974,12.39339098,25.21776012,-2.130997054,2.724909605
SOCIETE POUR LE DEVELOPPEMENT ECONOMIQUE DU CENTRE ET DU CENTRE-OUEST,0,,0,U,0,0,0,0,0,0,0,,,53,46 - 55,,0,,,,,,,,,,,,,,
SOCIETE TOURISTIQUE DU MONT-BLANC SA,0,,0,U,0,0,0,0,3,3,0,Non,H,70,66 - 75,Non,7,,,,,,,,,,,,,,
SOCOPI SA,0,,8,B+,4,3,3,3,7,5,4,Non,F,31,25 - 35,Oui,1,,,,,,,,,,,,,,
SODEXO,0,,1763,D,52,1,1,1,68,50,54,Oui,F,59,56 - 65,Non,1787,-6.426984234,-4.832752252,1.069393293,-0.476887538,-84.76142759,-1.773921201,-3.194029851,-4.166311301,22.86487368,32.87931974,8.715390977,19.28376012,-2.130997054,0.161909605
SODIFRANCE,0,,10,D,2,1,1,1,35,19,24,Non,H,65,56 - 65,Non,2,-11.99198423,-5.284752252,-1.032606707,-0.881887538,-100.3014276,0.226078799,-3.194029851,-4.166311301,22.25887368,24.50731974,7.734390977,19.59076012,-2.130997054,0.393909605
SODITECH,0,,4,D,4,1,1,1,11,8,11,Non,H,71,66 - 75,Oui,3,-24.53698423,,0.610393293,-1.061887538,-108.6384276,0.226078799,-3.194029851,-4.166311301,63.48887368,97.94331974,14.65739098,64.95776012,-2.130997054,3.410909605
SOFIBUS PATRIMOINE SA,0,,0,B+,13,1,1,0,24,12,21,Non,H,58,56 - 65,Oui,14,-10.64098423,,-1.359606707,-0.021887538,-57.09442759,-2.773921201,,,,22.98431974,15.88939098,,,30.9419096
SOFT COMPUTING,0,,828,D,3,1,1,0,27,20,13,Non,H,50,46 - 55,Non,6,,,,,,-1.773921201,1.805970149,-0.166311301,24.86387368,24.55031974,11.84339098,19.81076012,-2.130997054,2.191909605
SOFTWAY MEDICAL,0,,0,B+,9,4,4,4,23,11,16,Non,,53,46 - 55,Non,4,,,,,,-0.773921201,,,,,,,,
SOGECLAIR,0,,31,B+,24,2,2,1,28,24,11,Non,H,60,56 - 65,Oui,14,-17.13898423,-4.689752252,-1.632606707,-0.964887538,-93.13442759,-0.773921201,-2.194029851,-2.166311301,20.13587368,22.53731974,8.242390977,18.94876012,-2.130997054,0.622909605
SOGEPARC,0,,0,U,0,0,0,0,3,3,0,Non,H,53,46 - 55,Non,1,,,,,,,,,,,,,,
SOITEC,0,,42,A+,59,0,0,0,52,35,33,Oui,H,64,56 - 65,Non,9,70.92901577,,4.828393293,1.484112462,-103.9214276,0.226078799,-3.194029851,-4.166311301,14.87287368,12.80131974,4.276390977,15.57776012,5.437002946,-0.681090395
SOLAIREDIRECT S.A.S.,0,,3371,D,2,0,0,0,57,33,25,Non,,53,46 - 55,Non,8,,,,,,5.226078799,,,,,,,,
SOLERI SA,0,,1155,D,1,0,0,0,25,7,21,Non,H,59,56 - 65,Non,1,,,,,,-0.773921201,-3.194029851,-0.166311301,,,,,,
SOLIA SA,0,,7,D,3,0,0,0,23,17,11,Non,H,59,56 - 65,Non,12,,,,,,-0.773921201,-1.194029851,5.833688699,25.17187368,27.07531974,18.84439098,26.47276012,,3.212909605
SOLOCAL GROUP,1,2017,11,A+,38,0,0,0,83,35,57,Non,H,64,56 - 65,Non,7,,,,,,0.226078799,-3.194029851,-4.166311301,,,13.51739098,,-2.130997054,6.449909605
SOMFY SA,0,,154,D,23,2,2,2,30,17,19,Non,H,43,36 - 45,Non,17,-9.579984234,-5.800752252,1.116393293,1.038112462,-91.05942759,-1.773921201,2.805970149,0.833688699,30.92787368,32.77131974,17.87739098,27.78876012,-2.130997054,10.6139096
SOPHIA GE,0,,2947,D,1,0,0,0,25,17,9,Non,H,57,56 - 65,Non,2766,,,,,,,,,,,,,,
SOPRA STERIA GROUP,0,,180,B+,64,7,3,5,41,34,23,Non,H,85,> 75,Non,34,-13.93198423,-5.389752252,-1.236606707,-1.034887538,-55.11442759,-1.773921201,-3.194029851,-4.166311301,19.22187368,26.58931974,7.530390977,16.97176012,0.828002946,1.281909605
SOREFICO COIFFURE,0,,248,D,2,0,0,0,4,3,4,Non,H,73,66 - 75,Non,251,,,,,,,,,,,,,,
SPEED RABBIT PIZZA,0,,3,D,2,0,0,0,9,7,7,Non,H,60,56 - 65,Non,9,,,,,,1.226078799,1.805970149,3.833688699,,,,,,
SPERIAN PROTECTION,1,2010,1187,D,2,0,0,0,24,1,23,Non,H,41,36 - 45,Non,25,,,,,,-2.773921201,2.805970149,4.833688699,,,,,,
SPIE SA,0,,243,A+,55,0,0,0,45,25,25,Non,H,59,56 - 65,Oui,14,-13.32398423,,-1.067606707,-1.056887538,-99.64242759,-1.773921201,-3.194029851,-4.166311301,16.37987368,23.22431974,6.028390977,15.82876012,-2.130997054,0.077909605
SPINEGUARD,0,,2,A+,7,0,0,0,20,11,15,Non,H,52,46 - 55,Non,2,,,15.94439329,0.822112462,-108.6054276,1.226078799,-3.194029851,-4.166311301,-42.05312632,-344.9816803,-42.68460902,-40.75223988,14.62600295,-58.9170904
SPINEWAY,0,,2,A+,6,1,1,1,19,12,11,Non,H,60,56 - 65,Oui,5,,,4.414393293,-0.073887538,-108.3704276,5.226078799,-3.194029851,-2.166311301,-66.91712632,-141.6846803,-27.82760902,-52.58523988,-2.130997054,-57.7760904
SPIR COMMUNICATION,0,,5,D,2,0,0,0,24,11,17,Non,H,67,66 - 75,Non,5,,,-35.84260671,-1.510887538,-108.9314276,2.226078799,-3.194029851,-4.166311301,-425.1301263,,-11.98160902,-423.8292399,-2.130997054,-11.5940904
SPORTFIVE,0,,0,D,2,8,0,3,37,28,14,Non,H,51,46 - 55,Non,3,,,,,,-0.773921201,2.805970149,-0.166311301,,,,,,
SQLI,0,,27,B+,48,7,7,6,36,25,15,Non,H,53,46 - 55,Non,1,-7.630984234,-4.847752252,-1.291606707,-0.688887538,-87.99542759,-0.773921201,-0.194029851,-0.166311301,19.35787368,19.19531974,7.855390977,16.11776012,-2.130997054,0.540909605
